user_id,segment,recency,frequency,monetary,predicted_profit_90_days,primary_driver
U000268,General Potential Customer,153.0,1.0,166.78,187.05053718421752,Review Sentiment
U000269,General Potential Customer,240.0,2.0,1156.17,262.22595688007647,Time Since Last Order
U000271,At-Risk Repeat Customer,237.0,3.0,395.09,205.3034016141399,Review Sentiment
U000272,VVIP Loyal High-Value Customer,137.0,3.0,2939.48,143.37298183378033,Review Sentiment
U000283,General Potential Customer,102.0,1.0,1487.03,173.36699874140496,Purchase Frequency
U000288,VVIP Loyal High-Value Customer,423.0,3.0,1061.93,96.11891780741695,Time Since Last Order
U000289,VVIP Loyal High-Value Customer,165.0,3.0,2648.17,100.77876978141758,Browsing Engagement
U000291,Dormant High-Value Customer,251.0,3.0,4352.07,171.41622557988862,Review Sentiment
U000292,General Potential Customer,231.0,2.0,1419.88,192.91363243656684,Time Since Last Order
U000299,VVIP Loyal High-Value Customer,21.0,4.0,2510.34,93.299580842925,Cart Add Intensity
U000301,General Potential Customer,127.0,2.0,492.39,297.99870061572403,Review Sentiment
U000305,General Potential Customer,525.0,1.0,658.24,200.50626018145476,Review Sentiment
U000307,General Potential Customer,517.0,1.0,217.99,198.96587094638818,Review Sentiment
U000318,General Potential Customer,233.0,1.0,585.96,311.2351969321536,Review Sentiment
U000322,Dormant High-Value Customer,220.0,5.0,2153.46,194.40077611694076,Review Sentiment
U000326,General Potential Customer,297.0,2.0,1016.73,186.7822034333842,Review Sentiment
U000339,General Potential Customer,306.0,1.0,94.95,189.69044769596513,Review Sentiment
U000341,General Potential Customer,500.0,1.0,15.22,175.54339388071904,Time Since Last Order
U000347,At-Risk Repeat Customer,238.0,3.0,803.1300000000001,247.8930867249507,Time Since Last Order
U000361,General Potential Customer,576.0,1.0,11.08,188.54394168747973,Time Since Last Order
U000362,VVIP Loyal High-Value Customer,198.0,3.0,1973.5900000000001,66.27995018993207,Browsing Engagement
U000364,General Potential Customer,509.0,2.0,231.29000000000002,184.11230648791448,Time Since Last Order
U000366,General Potential Customer,233.0,1.0,104.04,174.8730808192875,Time Since Last Order
U000368,VVIP Loyal High-Value Customer,13.0,4.0,2592.13,108.97535644527295,Cart Add Intensity
U000373,Dormant High-Value Customer,310.0,2.0,1345.1,232.24461451978632,Review Sentiment
U000386,General Potential Customer,284.0,2.0,1246.79,183.22499336484566,Review Sentiment
U000389,General Potential Customer,384.0,2.0,302.44,240.55050910309433,Time Since Last Order
U000391,VVIP Loyal High-Value Customer,9.0,4.0,2206.08,166.3964037010083,Review Sentiment
U000392,General Potential Customer,235.0,2.0,1143.91,216.41417506376516,Review Sentiment
U000400,Dormant High-Value Customer,266.0,2.0,3076.12,188.4297749741621,Review Sentiment
U000403,General Potential Customer,349.0,2.0,125.49000000000001,184.15168153295002,Review Sentiment
U000409,General Potential Customer,331.0,2.0,971.72,208.96793756068345,Review Sentiment
U000417,VVIP Loyal High-Value Customer,33.0,5.0,3841.7799999999997,115.50905703552573,Review Sentiment
U000419,General Potential Customer,344.0,1.0,8.47,179.17480560089226,Review Sentiment
U000424,General Potential Customer,308.0,1.0,415.15,183.10438172777026,Purchase Frequency
U000426,General Potential Customer,305.0,1.0,267.03,195.87967470966072,Review Sentiment
U000427,VVIP Loyal High-Value Customer,192.0,2.0,1536.1200000000001,149.71593260645417,Review Sentiment
U000430,Recent New Customer,,,,175.3223686772879,Purchase Frequency
U000432,General Potential Customer,272.0,2.0,1167.3600000000001,185.7715082826695,Review Sentiment
U000433,Dormant High-Value Customer,260.0,3.0,2241.58,176.60771882521826,Review Sentiment
U000435,VVIP Loyal High-Value Customer,50.0,5.0,1457.81,138.6779683003868,Review Sentiment
U000441,Dormant High-Value Customer,360.0,3.0,1626.67,182.0349352129835,Cart Add Intensity
U000452,General Potential Customer,230.0,2.0,781.56,268.7240938669499,Browsing Engagement
U000453,VVIP Loyal High-Value Customer,24.0,4.0,2867.02,132.43661593146933,Cart Add Intensity
U000458,VVIP Loyal High-Value Customer,30.0,5.0,4027.6800000000003,138.12079820298894,Review Sentiment
U000461,General Potential Customer,411.0,1.0,61.2,185.49319202885954,Review Sentiment
U000462,General Potential Customer,11.0,2.0,1051.51,213.18137852226522,Review Sentiment
U000475,General Potential Customer,136.0,1.0,439.64,184.24970188926267,Purchase Frequency
U000476,General Potential Customer,173.0,1.0,142.27,179.33734991435077,Review Sentiment
U000477,Recent New Customer,,,,180.8383083008605,Purchase Frequency
U000481,VVIP Loyal High-Value Customer,255.0,4.0,5632.37,180.49126063608907,Review Sentiment
U000482,VVIP Loyal High-Value Customer,113.0,3.0,4036.6500000000005,87.30387147876004,Cart Add Intensity
U000485,General Potential Customer,370.0,1.0,214.12,174.21280356185906,Review Sentiment
U000498,General Potential Customer,401.0,1.0,231.62,205.73155592415407,Review Sentiment
U000507,General Potential Customer,229.0,1.0,848.8,174.2081895110969,Purchase Frequency
U000510,VVIP Loyal High-Value Customer,140.0,4.0,4298.17,131.4458954898712,Browsing Engagement
U000517,General Potential Customer,1.0,3.0,1755.95,177.62393611694517,Review Sentiment
U000524,VVIP Loyal High-Value Customer,247.0,4.0,6026.25,178.9513112020339,Review Sentiment
U000535,VVIP Loyal High-Value Customer,72.0,4.0,1323.6999999999998,104.08425697930136,Cart Add Intensity
U000538,General Potential Customer,402.0,1.0,680.86,186.3577696174572,Review Sentiment
U000553,At-Risk Repeat Customer,218.0,3.0,612.96,186.08713775762067,Review Sentiment
U000563,General Potential Customer,280.0,1.0,438.46,235.3778492364401,Browsing Engagement
U000564,VVIP Loyal High-Value Customer,13.0,6.0,7130.969999999999,154.50750499140494,Review Sentiment
U000566,General Potential Customer,493.0,1.0,407.14,207.3843347707119,Review Sentiment
U000567,General Potential Customer,2.0,2.0,6767.68,182.3646206787047,Time Since Last Order
U000569,General Potential Customer,387.0,1.0,1199.62,176.41901381222192,Review Sentiment
U000570,Dormant High-Value Customer,293.0,5.0,1365.46,239.62205041631265,Time Since Last Order
U000572,General Potential Customer,38.0,1.0,89.08,222.86141526639162,Purchase Frequency
U000578,Dormant High-Value Customer,501.0,1.0,1894.08,202.11651801889997,Time Since Last Order
U000585,Dormant High-Value Customer,210.0,1.0,1283.78,186.60266654138536,Purchase Frequency
U000591,General Potential Customer,296.0,2.0,1191.73,214.24404995270373,Review Sentiment
U000594,VVIP Loyal High-Value Customer,206.0,4.0,1214.11,162.7700466505493,Review Sentiment
U000596,General Potential Customer,193.0,1.0,236.77,207.12916142841013,Browsing Engagement
U000598,General Potential Customer,514.0,1.0,31.74,217.59239597362753,Time Since Last Order
U000604,General Potential Customer,169.0,1.0,69.1,188.78969627000143,Purchase Frequency
U000606,VVIP Loyal High-Value Customer,192.0,4.0,2305.65,152.46808753617447,Review Sentiment
U000610,VVIP Loyal High-Value Customer,136.0,4.0,3501.08,155.23313302341361,Review Sentiment
U000614,General Potential Customer,405.0,1.0,455.99,221.63146039193558,Review Sentiment
U000620,VVIP Loyal High-Value Customer,185.0,3.0,1401.9,64.45688805818523,Browsing Engagement
U000628,Recent New Customer,13.0,1.0,996.18,170.44031840966406,Purchase Frequency
U000631,VVIP Loyal High-Value Customer,2.0,4.0,2872.87,240.98266131213995,Review Sentiment
U000638,VVIP Loyal High-Value Customer,53.0,3.0,2196.56,139.61281443837296,Review Sentiment
U000640,General Potential Customer,93.0,2.0,349.26,176.70680604547417,Review Sentiment
U000641,General Potential Customer,425.0,1.0,58.5,192.45775083311204,Purchase Frequency
U000645,VVIP Loyal High-Value Customer,26.0,6.0,2385.6400000000003,135.70530220388963,Review Sentiment
U000659,VVIP Loyal High-Value Customer,63.0,3.0,1386.8500000000001,142.94329638304808,Review Sentiment
U000661,General Potential Customer,129.0,1.0,1186.09,187.64132096080954,Review Sentiment
U000664,Recent New Customer,33.0,1.0,746.45,239.72503877699833,Review Sentiment
U000666,Dormant High-Value Customer,345.0,2.0,1357.76,186.5735162279559,Review Sentiment
U000668,General Potential Customer,315.0,1.0,266.04,211.64832869871833,Review Sentiment
U000669,VVIP Loyal High-Value Customer,11.0,4.0,3320.19,135.1021140371519,Review Sentiment
U000670,General Potential Customer,502.0,1.0,775.52,176.1075381121616,Time Since Last Order
U000671,VVIP Loyal High-Value Customer,235.0,2.0,1210.37,156.8552861143027,Time Since Last Order
U000675,General Potential Customer,564.0,1.0,1435.18,326.433886266736,Time Since Last Order
U000677,General Potential Customer,553.0,2.0,739.6999999999999,206.27435941607277,Review Sentiment
U000682,General Potential Customer,85.0,2.0,1326.52,169.9118866249343,Time Since Last Order
U000684,VVIP Loyal High-Value Customer,42.0,7.0,3135.99,115.89780358180369,Cart Add Intensity
U000691,Dormant High-Value Customer,314.0,3.0,5137.970000000001,203.92600548836126,Review Sentiment
U000692,General Potential Customer,543.0,1.0,496.36,212.8832659859094,Review Sentiment
U000695,General Potential Customer,199.0,2.0,1292.59,170.28468973913337,Review Sentiment
U000698,General Potential Customer,286.0,2.0,1136.13,195.45902171659557,Review Sentiment
U000702,Dormant High-Value Customer,291.0,2.0,3003.13,244.33225276556058,Review Sentiment
U000711,Recent New Customer,,,,261.3225902222287,Time Since Last Order
U000714,VVIP Loyal High-Value Customer,38.0,5.0,1215.4,145.46362589809087,Review Sentiment
U000717,VVIP Loyal High-Value Customer,22.0,4.0,4414.8,140.9454932515062,Review Sentiment
U000722,General Potential Customer,287.0,1.0,253.94,181.80593966540673,Review Sentiment
U000725,General Potential Customer,410.0,3.0,797.72,189.595642762967,Review Sentiment
U000730,VVIP Loyal High-Value Customer,47.0,3.0,4375.82,87.4314943429273,Cart Add Intensity
U000737,Dormant High-Value Customer,370.0,2.0,5328.28,189.2743318565133,Review Sentiment
U000741,General Potential Customer,213.0,2.0,643.88,184.8081316581543,Browsing Engagement
U000744,General Potential Customer,59.0,1.0,332.69,184.19147452096126,Purchase Frequency
U000745,VVIP Loyal High-Value Customer,216.0,3.0,1801.12,125.2304957484358,Browsing Engagement
U000746,General Potential Customer,98.0,2.0,1334.13,177.37674376245138,Review Sentiment
U000747,Dormant High-Value Customer,355.0,4.0,1256.46,178.71804013291836,Review Sentiment
U000758,General Potential Customer,389.0,1.0,3688.78,200.96906998358708,Review Sentiment
U000759,General Potential Customer,74.0,1.0,1273.88,172.23241197688725,Review Sentiment
U000763,General Potential Customer,99.0,1.0,1053.14,189.86745502793843,Review Sentiment
U000768,General Potential Customer,562.0,1.0,184.48,199.32367548717235,Time Since Last Order
U000769,Recent New Customer,,,,171.98632881512373,Time Since Last Order
U000779,VVIP Loyal High-Value Customer,55.0,5.0,4050.69,139.89066976646205,Review Sentiment
U000788,At-Risk Repeat Customer,242.0,4.0,746.4100000000001,173.3973184172713,Time Since Last Order
U000794,General Potential Customer,138.0,2.0,2667.7,172.0732586795688,Review Sentiment
U000796,VVIP Loyal High-Value Customer,24.0,4.0,1453.8300000000002,110.76798212054305,Review Sentiment
U000801,VVIP Loyal High-Value Customer,27.0,4.0,695.46,140.15057169902488,Review Sentiment
U000805,General Potential Customer,148.0,1.0,157.67,179.74557747888534,Purchase Frequency
U000809,General Potential Customer,151.0,1.0,273.5,194.81141580218923,Review Sentiment
U000813,Dormant High-Value Customer,241.0,1.0,1366.44,174.8730808192875,Time Since Last Order
U000815,VVIP Loyal High-Value Customer,102.0,4.0,2262.96,150.84194275718437,Review Sentiment
U000817,VVIP Loyal High-Value Customer,208.0,4.0,3051.23,186.86482062164077,Review Sentiment
U000826,General Potential Customer,217.0,2.0,748.44,180.33214150791514,Time Since Last Order
U000828,General Potential Customer,414.0,1.0,131.46,169.69118208912295,Purchase Frequency
U000829,VVIP Loyal High-Value Customer,42.0,4.0,6821.26,121.39818202311737,Review Sentiment
U000834,General Potential Customer,338.0,2.0,948.21,170.71630324726857,Review Sentiment
U000835,General Potential Customer,574.0,1.0,543.8,299.89180759544075,Time Since Last Order
U000838,General Potential Customer,439.0,1.0,563.23,169.69118208912295,Purchase Frequency
U000839,Recent New Customer,,,,189.00394766530943,Review Sentiment
U000840,Dormant High-Value Customer,240.0,2.0,2281.9700000000003,249.3177354937606,Review Sentiment
U000846,VVIP Loyal High-Value Customer,65.0,3.0,1643.75,138.9120082156599,Review Sentiment
U000847,General Potential Customer,104.0,1.0,388.4,191.5491624983722,Review Sentiment
U000850,Recent New Customer,,,,175.3223686772879,Purchase Frequency
U000860,Dormant High-Value Customer,239.0,2.0,5903.9800000000005,213.86247851390354,Review Sentiment
U000862,Dormant High-Value Customer,489.0,1.0,2368.55,179.73015377192831,Time Since Last Order
U000866,General Potential Customer,208.0,1.0,939.05,189.9651479878542,Browsing Engagement
U000867,At-Risk Repeat Customer,243.0,3.0,387.07,208.01587721790852,Review Sentiment
U000870,General Potential Customer,2.0,2.0,339.07,186.1186478743694,Review Sentiment
U000876,General Potential Customer,377.0,2.0,738.16,172.25669248233515,Review Sentiment
U000880,Dormant High-Value Customer,212.0,1.0,1662.21,170.56392952049524,Purchase Frequency
U000886,VVIP Loyal High-Value Customer,125.0,3.0,2708.52,149.91344223835085,Review Sentiment
U000890,VVIP Loyal High-Value Customer,136.0,4.0,2484.4,131.93585183495435,Review Sentiment
U000892,Dormant High-Value Customer,348.0,3.0,2784.89,173.342638985522,Review Sentiment
U000906,VVIP Loyal High-Value Customer,24.0,2.0,2510.6800000000003,123.50747425362071,Cart Add Intensity
U000909,VVIP Loyal High-Value Customer,11.0,4.0,1563.97,251.9792783057751,Review Sentiment
U000914,General Potential Customer,252.0,2.0,32.68,187.7184922748435,Review Sentiment
U000922,Dormant High-Value Customer,218.0,3.0,5260.31,184.648427546998,Review Sentiment
U000927,VVIP Loyal High-Value Customer,55.0,4.0,2918.7799999999997,110.86174080102599,Cart Add Intensity
U000928,VVIP Loyal High-Value Customer,6.0,4.0,1571.6200000000001,133.3071637505987,Time Since Last Order
U000933,General Potential Customer,251.0,1.0,165.59,211.26114041307392,Review Sentiment
U000940,General Potential Customer,123.0,1.0,347.4,200.71029543407334,Purchase Frequency
U000941,Dormant High-Value Customer,223.0,1.0,2520.03,182.2124083936249,Purchase Frequency
U000944,Recent New Customer,,,,175.3223686772879,Purchase Frequency
U000952,At-Risk Repeat Customer,359.0,4.0,681.45,197.70999205628874,Time Since Last Order
U000953,General Potential Customer,537.0,2.0,720.77,201.68672855480668,Time Since Last Order
U000955,VVIP Loyal High-Value Customer,435.0,4.0,984.98,143.57620568862677,Time Since Last Order
U000964,General Potential Customer,,,,183.86107941724882,Time Since Last Order
U000972,General Potential Customer,370.0,1.0,89.98,177.04457769618622,Review Sentiment
U000975,VVIP Loyal High-Value Customer,16.0,4.0,1458.1,143.85200763926696,Review Sentiment
U000978,VVIP Loyal High-Value Customer,4.0,3.0,522.4,146.29430006555924,Review Sentiment
U000986,Dormant High-Value Customer,431.0,1.0,2035.42,169.69118208912295,Purchase Frequency
U000989,At-Risk Repeat Customer,470.0,3.0,61.96000000000001,296.40315407764444,Time Since Last Order
U000998,VVIP Loyal High-Value Customer,106.0,4.0,5085.29,139.64338366762485,Review Sentiment
U001000,Dormant High-Value Customer,166.0,1.0,1610.3,189.11600145760875,Review Sentiment
U001002,General Potential Customer,457.0,2.0,595.81,173.8848225927481,Time Since Last Order
U001004,Dormant High-Value Customer,238.0,1.0,1965.44,188.35287941210825,Time Since Last Order
U001008,General Potential Customer,480.0,2.0,1936.0,195.2802699729066,Review Sentiment
U001015,Recent New Customer,43.0,1.0,138.24,173.77280121195386,Review Sentiment
U001018,VVIP Loyal High-Value Customer,3.0,4.0,2243.46,151.78797052294914,Time Since Last Order
U001019,General Potential Customer,146.0,1.0,234.11,179.33734991435077,Review Sentiment
U001024,General Potential Customer,311.0,2.0,482.41,232.24461451978632,Review Sentiment
U001028,VVIP Loyal High-Value Customer,15.0,4.0,2986.23,143.17983057438738,Review Sentiment
U001046,VVIP Loyal High-Value Customer,240.0,1.0,1652.36,276.2502240139134,Review Sentiment
U001052,VVIP Loyal High-Value Customer,105.0,6.0,2203.75,125.08574708840322,Browsing Engagement
U001053,General Potential Customer,311.0,2.0,172.48,233.8782855324971,Review Sentiment
U001055,General Potential Customer,38.0,2.0,4330.77,209.59666336280162,Review Sentiment
U001057,At-Risk Repeat Customer,449.0,3.0,302.25,329.660347061542,Time Since Last Order
U001063,General Potential Customer,145.0,2.0,3117.37,202.84470612059758,Browsing Engagement
U001081,VVIP Loyal High-Value Customer,20.0,4.0,3341.19,159.49212866262081,Purchase Frequency
U001088,Recent New Customer,,,,172.13512758341074,Review Sentiment
U001090,Recent New Customer,5.0,1.0,510.01,190.61496306549947,Purchase Frequency
U001094,Dormant High-Value Customer,246.0,4.0,3385.64,177.83576964579416,Time Since Last Order
U001096,General Potential Customer,102.0,1.0,147.44,177.08878767818655,Purchase Frequency
U001109,General Potential Customer,202.0,1.0,1291.3,203.1741679797126,Review Sentiment
U001112,General Potential Customer,90.0,1.0,250.07,169.63972860020587,Purchase Frequency
U001115,General Potential Customer,247.0,1.0,274.97,186.97502036308114,Review Sentiment
U001117,Dormant High-Value Customer,322.0,4.0,3288.0899999999997,188.17450695215962,Review Sentiment
U001118,Dormant High-Value Customer,332.0,1.0,1742.92,174.21280356185906,Review Sentiment
U001123,VVIP Loyal High-Value Customer,85.0,2.0,2096.02,162.85754333028922,Time Since Last Order
U001124,General Potential Customer,437.0,1.0,769.71,187.12141085819016,Browsing Engagement
U001131,VVIP Loyal High-Value Customer,7.0,5.0,2083.52,170.3901108245458,Review Sentiment
U001142,VVIP Loyal High-Value Customer,40.0,3.0,933.5799999999999,135.28220525359984,Review Sentiment
U001144,At-Risk Repeat Customer,91.0,4.0,3938.08,175.31086959273935,Review Sentiment
U001145,VVIP Loyal High-Value Customer,54.0,3.0,1299.27,124.53905043701396,Browsing Engagement
U001146,General Potential Customer,59.0,1.0,465.01,172.19428420268088,Review Sentiment
U001151,VVIP Loyal High-Value Customer,2.0,6.0,5265.29,143.33074071401052,Time Since Last Order
U001152,Dormant High-Value Customer,289.0,3.0,1482.84,172.87734833816654,Review Sentiment
U001158,General Potential Customer,232.0,1.0,233.91,253.46325408748368,Time Since Last Order
U001160,VVIP Loyal High-Value Customer,33.0,4.0,2296.16,132.79479669466355,Review Sentiment
U001163,Dormant High-Value Customer,243.0,2.0,2522.62,176.99442167541898,Time Since Last Order
U001168,Dormant High-Value Customer,334.0,1.0,3618.88,185.53043014464333,Review Sentiment
U001170,VVIP Loyal High-Value Customer,62.0,4.0,1181.77,98.00265782287613,Cart Add Intensity
U001174,General Potential Customer,509.0,1.0,26.74,170.98668617763778,Time Since Last Order
U001176,VVIP Loyal High-Value Customer,210.0,4.0,1461.78,156.79714360973907,Review Sentiment
U001191,VVIP Loyal High-Value Customer,420.0,3.0,1665.53,100.33424515303203,Time Since Last Order
U001192,Recent New Customer,,,,171.7956221691574,Time Since Last Order
U001193,VVIP Loyal High-Value Customer,30.0,3.0,2101.86,138.9120082156599,Review Sentiment
U001203,Dormant High-Value Customer,405.0,2.0,2610.6,182.76044647287486,Review Sentiment
U001212,General Potential Customer,322.0,2.0,1131.3899999999999,178.37788827758806,Review Sentiment
U001213,General Potential Customer,467.0,1.0,188.82,215.35925424597212,Review Sentiment
U001224,General Potential Customer,1.0,3.0,303.46,177.3519746853002,Review Sentiment
U001229,General Potential Customer,227.0,1.0,305.0,177.70333478021976,Purchase Frequency
U001230,General Potential Customer,336.0,1.0,490.82,179.17480560089226,Review Sentiment
U001234,General Potential Customer,248.0,1.0,83.52,189.60258736074834,Purchase Frequency
U001241,General Potential Customer,132.0,1.0,2095.37,175.98500718351676,Purchase Frequency
U001242,General Potential Customer,374.0,1.0,325.91,201.5654483286543,Review Sentiment
U001243,Dormant High-Value Customer,434.0,1.0,1412.67,176.41901381222192,Review Sentiment
U001245,General Potential Customer,143.0,1.0,82.96,212.9574331051568,Review Sentiment
U001248,General Potential Customer,245.0,2.0,103.2,176.99442167541898,Time Since Last Order
U001249,VVIP Loyal High-Value Customer,33.0,4.0,1745.5900000000001,70.06497909877154,Browsing Engagement
U001250,General Potential Customer,182.0,2.0,856.4399999999999,175.11391373747912,Review Sentiment
U001253,Recent New Customer,,,,222.62369027522854,Purchase Frequency
U001267,General Potential Customer,519.0,1.0,134.65,178.82512957643968,Time Since Last Order
U001271,General Potential Customer,540.0,1.0,1087.18,249.78229422442664,Review Sentiment
U001272,General Potential Customer,577.0,1.0,668.21,185.39264622422388,Time Since Last Order
U001275,General Potential Customer,324.0,2.0,466.94,188.38447338916518,Review Sentiment
U001279,VVIP Loyal High-Value Customer,62.0,4.0,2388.53,142.79555002653072,Review Sentiment
U001280,Dormant High-Value Customer,533.0,1.0,1839.84,194.83984311760005,Time Since Last Order
U001283,VVIP Loyal High-Value Customer,503.0,2.0,873.2,139.40888187603576,Time Since Last Order
U001287,General Potential Customer,373.0,2.0,952.3299999999999,176.4894843385503,Review Sentiment
U001288,General Potential Customer,282.0,1.0,250.04,189.03734181268888,Purchase Frequency
U001291,General Potential Customer,458.0,1.0,295.84,241.29000977637415,Time Since Last Order
U001292,Dormant High-Value Customer,394.0,2.0,1314.99,178.5750789103024,Review Sentiment
U001300,Dormant High-Value Customer,357.0,2.0,1492.43,184.15106936886977,Review Sentiment
U001301,Dormant High-Value Customer,342.0,2.0,1821.81,179.93518200128867,Time Since Last Order
